region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
6107005,42,800,385,160,939,1.1,848,2.6,110,74,606
6107006,51,650,424,125,1102,1.1,963,2.4,56,42,284
6107007,43,1509,524,150,1444,1.1,1166,2.6,50,46,309
6107008,48,800,352,175,808,1.2,518,2.2,57,42,280
6107009,53,650,354,213,692,1.1,591,2.1,49,44,244
6107010,49,1214,362,240,869,1.2,708,2.5,56,37,281
6107011,43,282,386,135,780,1.1,810,2.4,49,24,243
6107012,48,1127,413,185,1075,1.1,781,2.3,75,45,371
6107101,47,932,401,200,885,1.1,724,2.4,83,63,429
6107102,49,871,357,160,768,1.1,648,2.2,79,56,371
6107103,54,867,385,175,916,1,747,2.1,95,40,441
6107104,51,787,444,183,862,1,793,2.2,71,50,321
6107105,43,1192,466,185,1125,1.1,912,2.5,104,68,578
6107106,39,975,380,175,749,1.1,707,2.4,47,52,373
6107107,38,1213,412,160,1176,1.2,819,2.6,46,65,371
6107109,49,1083,427,175,1144,1.2,807,2.2,81,51,351
6107110,46,1170,394,185,1011,1.1,911,2.3,45,42,260
6107201,33,1400,513,205,1147,1.1,1027,3.2,29,45,273
6107202,41,1750,343,50,924,1.2,862,2.6,30,19,163
6107203,41,1625,575,200,1422,1.1,1261,2.7,43,58,335
6107204,39,1733,500,233,1292,1.1,1158,2.8,40,64,350
6107205,42,1335,571,150,1458,1,1422,2.9,48,46,274
6107206,40,1500,512,150,1312,1.1,1157,2.7,93,95,577
6107207,39,1300,554,200,1320,1.1,1116,2.5,75,68,496
6107208,56,1213,296,150,1213,1.1,1007,2.3,33,39,326
6107209,42,1203,528,158,1146,1.2,945,2.7,70,78,517
6107210,44,1175,581,0,1281,1.1,963,2.4,48,68,325
6107211,41,1517,504,235,1239,1.1,962,2.3,52,48,368
6107212,31,1127,537,300,1337,1.1,1044,2.8,36,72,395
6107213,38,1213,446,185,1033,1.1,786,2.5,64,67,522
6107214,42,1376,518,195,1399,1.2,1160,2.4,40,37,265
6107215,38,1272,477,200,1075,1.2,880,2.6,46,57,347
6107216,38,1300,439,150,1079,1.1,1008,2.9,42,48,287
6107217,29,1300,511,250,1279,1.2,1009,2.8,24,61,294
6107218,43,1083,416,205,1072,1.1,770,2.3,65,44,417
6107219,40,1647,392,200,778,1.1,664,2.1,54,42,439
6107220,39,1517,518,300,1194,1.1,1050,2.7,65,73,452
6107221,40,1625,532,185,1218,1.1,991,2.5,58,55,346
6107301,52,800,440,185,774,1.1,795,2,69,44,338
6107302,56,1206,347,200,770,1.1,688,2,55,35,286
6107304,53,823,368,163,735,1.1,717,2,59,34,275
6107305,47,943,371,210,833,1.1,711,2.2,77,41,357
6107306,49,953,403,120,753,1.3,736,2.6,55,33,279
6107307,53,750,352,150,733,1.1,620,2.1,36,25,274
6107308,37,867,460,70,850,1.1,633,2.5,11,16,86
6107309,41,774,355,150,854,1.2,627,2.3,44,30,210
6107310,54,520,394,170,727,1.1,672,2.2,58,19,249
6107401,53,1083,386,80,880,1.1,721,2.1,55,18,277
6107403,54,867,453,75,1042,1.1,772,2.1,47,25,202
6107404,51,1647,397,160,914,1.1,675,2,75,21,375
6107406,60,2167,522,190,1031,1,924,1.9,20,18,124
6107407,49,1322,480,200,1265,1.1,692,2,49,19,305
6107408,35,546,322,170,719,1.1,568,2.7,27,17,224
6107409,56,1480,411,190,833,1.1,809,2.1,51,23,234
6107410,54,1034,461,220,884,1,807,2.2,24,18,156
6107411,61,867,446,180,922,1,769,2,36,8,135
6107412,58,975,446,195,941,1.1,709,2.1,41,22,219
6107413,49,1083,506,0,991,1.2,931,2.4,43,25,172
6107414,65,1300,376,230,782,1.1,604,1.9,91,25,378
6107415,50,1400,526,150,1350,1.1,878,2.1,62,27,275
6107417,50,1090,462,150,1008,1,853,2.3,73,38,358
6107418,48,1144,362,178,793,1.1,767,2.5,43,28,251
6107419,48,1337,396,113,1037,1.1,690,2.3,63,28,289
6107420,52,607,364,140,1055,1.1,753,2.1,42,25,188
6107501,41,917,421,80,968,1,831,2,46,37,288
6107502,45,1105,378,138,944,1.1,604,1.8,47,43,362
6107503,27,1192,494,200,1011,1.1,894,2.5,16,44,287
6107504,38,886,393,150,1047,1,819,2.3,40,43,302
6107505,39,1083,390,160,907,1,713,2.1,89,80,593
6107506,31,1083,407,190,842,1.1,812,2.5,52,82,590
6107507,41,1203,381,180,942,1.1,642,2.2,49,43,364
6107508,42,1408,460,180,958,1,712,2.1,92,67,513
6107601,41,1408,406,130,1035,1.1,916,2.7,78,65,463
6107602,38,1050,468,180,1140,1.1,958,2.7,62,56,417
6107603,42,1250,578,125,1218,1.1,1174,2.7,59,66,418
6107604,43,1148,363,150,972,1.1,860,2.5,65,61,399
6107605,46,1083,334,85,788,1.1,739,2.2,46,41,250
6107606,44,1083,500,139,1458,1.1,1062,2.8,87,51,418
6107607,45,867,392,140,1125,1,1053,2.8,55,56,363
6107608,41,1083,461,150,1012,1.1,931,2.6,67,54,398
6107609,42,1455,456,170,1291,1.1,1016,2.5,55,70,398
6107610,41,1276,492,80,1615,1.2,1261,2.8,42,53,325
6107611,38,1500,432,150,918,1.2,778,2.7,58,64,449
6107612,37,1127,553,190,1235,1.1,1174,2.7,49,73,382
6107613,43,1343,497,100,1145,1.1,926,2.7,54,48,308
6107614,40,480,317,160,840,1.1,774,2.6,27,15,122
6107701,34,1040,405,175,1038,1.1,764,2.2,36,45,384
6107702,49,1248,492,180,954,1,844,2,28,19,184
6107703,36,1829,540,165,1104,1,823,1.9,41,41,443
6107704,52,4984,700,250,2562,1.1,719,1.5,10,5,69
6107707,48,1224,436,250,1025,1,742,1.9,57,30,267
6107708,34,1000,428,136,860,1.1,692,2,31,34,290
6107709,41,1300,429,180,958,1.1,810,2.4,67,50,450
6107710,41,688,508,193,1029,1.1,900,2.3,44,54,364
6107711,35,1200,407,180,792,1.1,626,2.4,36,43,338
6107712,34,975,427,165,873,1.1,768,2.2,47,68,452
6107713,33,1042,482,200,1178,1.1,880,2.2,50,76,548
6107801,41,1300,469,230,1115,1.1,877,2.3,82,55,486
6107802,31,700,343,109,563,1.1,523,2.5,15,21,361
6107803,82,1300,382,145,1125,1.2,470,1.5,0,5,225
6107804,26,1296,326,122,653,1.1,589,2.3,13,25,345
6107805,41,2066,537,190,1727,1.1,1673,2.7,31,18,182
6107806,43,1894,669,280,2166,1,1681,2.8,60,38,314
6107807,35,1517,546,295,1620,1,1375,2.9,68,95,614
6107808,51,1300,475,210,1135,1,749,2.1,72,40,358
6107809,47,1213,587,200,1343,1.1,949,2.2,73,46,353
6107810,40,1083,537,220,1444,1.1,1018,2.3,44,35,229
6107811,36,1083,477,213,1516,1.1,1042,2.5,41,33,288
6107812,41,1192,619,210,1442,1.1,1208,2.6,76,65,496
6107813,42,867,395,160,949,1.1,734,2.2,60,35,348
6107814,39,2167,625,170,2027,1.2,1666,2.5,26,29,208
6107815,36,1517,555,250,1187,1.1,1083,2.3,30,37,237
6107816,43,1441,524,220,1343,1.1,1007,2.4,91,52,448
6107817,35,932,367,165,773,1.1,667,2.3,25,36,433
6107818,21,737,315,133,517,1.2,519,2.8,8,13,380
6107901,51,1300,393,175,1333,1.1,672,2.1,27,22,187
6107902,41,1250,394,260,1083,1.1,1053,2.4,20,22,167
6107903,45,1100,553,140,1458,1,1115,2.6,76,83,495
6107904,42,823,500,0,1262,1.2,1194,2.6,48,43,271
6107905,43,823,369,170,754,1,627,2.2,36,33,222
6107906,40,1361,573,200,1726,1.1,1354,3,44,51,305
6107907,38,1029,477,130,1156,1.1,974,2.3,45,30,225
6107908,46,1400,548,275,1042,1,900,2.2,47,35,286
6107909,43,1083,388,195,1336,1.1,1228,2.4,34,37,307
6107910,39,921,396,200,1039,1.1,868,2.6,69,61,479
6107911,37,1083,519,160,1316,1,1097,2.7,66,96,559
6107912,45,1625,477,210,1050,1.1,669,2.2,44,18,217
6107913,48,1517,466,162,1362,1.1,850,2.1,49,36,307
6107914,46,1733,396,210,1083,1.1,680,2.2,37,24,197
6107915,43,1517,660,120,1233,1.1,1208,2.8,32,24,199
6107916,39,900,430,185,1178,1.1,749,2.2,42,36,248
6107917,54,433,378,140,788,1.1,484,2,35,14,266
6108001,38,1083,356,190,1012,1.1,788,2.2,44,52,343
6108002,35,1083,426,185,972,1.1,873,2.2,46,33,260
6108003,34,1452,487,230,1093,1.1,1011,2.6,52,48,358
6108004,32,1300,549,180,1142,1.1,1142,2.6,33,41,237
6108005,36,1408,626,148,1364,1,1277,2.5,58,59,400
6108006,41,1108,493,198,1361,1.1,1070,2.6,52,57,410
6108007,33,867,495,200,1125,1.1,922,2.5,25,36,208
6108008,39,867,461,210,1289,1.1,977,2.6,79,65,453
6108009,30,1647,491,111,949,1.1,786,2.6,33,26,254
6108010,49,1027,444,235,1235,1,991,2.7,52,30,244
6108011,38,1473,544,205,1388,1.1,1339,2.7,47,46,328
6108101,47,1300,611,260,1125,1.1,1125,3,17,7,92
6108102,40,1200,509,240,1511,1.1,1337,2.8,55,55,311
6108103,43,1430,410,205,900,1.2,709,2,43,24,227
6108104,45,1420,644,0,1287,1.1,1416,2.8,35,40,225
6108105,40,1083,563,155,1268,1,1011,2.4,30,29,222
6108106,40,910,455,210,1093,1,820,2.2,53,43,306
6108107,50,1083,385,200,1079,1.1,716,2.4,67,47,502
6108108,36,1083,366,160,846,1.1,627,2.1,90,59,540
6108109,51,1028,381,100,883,1.1,684,2.2,51,28,313
6108110,44,1192,371,180,821,1.1,795,2.2,79,47,392
6108111,44,1192,481,180,1266,1.1,1033,2.3,75,75,451
6108112,37,1042,415,150,759,1.2,663,2.3,44,40,391
6108201,43,0,549,110,1583,1,782,1.7,0,4,33
6108202,44,1100,428,178,916,1.1,733,2.1,79,49,462
6108203,47,1101,365,130,928,1.1,500,1.8,51,41,357
6108204,51,1300,512,235,1359,1.1,969,2.4,61,37,286
6108205,50,650,374,270,1062,1,736,2.3,66,24,275
6108206,45,1346,469,0,1260,1,1024,2.6,43,47,250
6108207,50,520,544,190,850,1.1,620,1.8,33,25,205
6108208,41,1192,381,160,900,1.1,783,2.4,50,61,441
6108209,49,1603,479,0,1156,1.1,860,2.4,24,25,135
6108210,47,670,587,0,1343,1.1,1125,3.3,21,20,128
6108211,35,1300,549,240,1366,1.1,1258,2.6,40,53,303
6108212,44,1029,382,195,833,1,683,2,39,22,171
6108213,51,888,392,165,1109,1,700,2.2,47,25,249
6108214,44,1181,513,160,1510,1,881,2.3,65,48,417
6108215,49,1164,463,160,966,1.1,776,2.3,54,29,336
6108216,43,1278,489,210,1050,1.1,916,2.4,74,52,398
6108217,49,1125,405,165,888,1.1,865,2.2,65,60,375
6108218,48,1242,422,220,1073,1.1,733,2.1,79,31,343
6108219,40,1083,380,190,793,1.1,648,2.3,61,62,498
6108220,53,1179,384,145,982,1,585,1.8,82,55,481
6108221,40,1343,497,180,1152,1.1,920,2.4,82,91,585
6108301,50,752,339,170,828,1.1,656,2,56,20,269
6108302,40,1300,500,220,1142,1,900,2.2,49,47,331
6108303,45,1278,456,200,1078,1.1,776,2.4,66,53,379
6108304,42,1042,375,145,779,1.1,607,2.2,59,45,497
6108305,28,726,345,167,705,1.1,624,2.3,13,24,353
6108306,40,1138,419,240,862,1,809,2.4,39,25,252
6108307,46,819,500,250,1111,1,974,2.5,51,31,295
6108308,57,1617,500,0,900,1,700,2.1,19,11,80
6108309,49,1083,541,245,1600,1.1,1333,2.6,65,44,423
6108310,38,1007,391,168,822,1.1,758,2.5,65,76,496
6108311,53,1083,372,180,966,1,794,2.4,52,43,402
6108312,40,1127,563,250,1187,1.1,1326,2.6,57,54,390
6108313,48,1307,474,215,1125,1.1,870,2.5,35,21,172
6108401,46,160,350,0,700,1,700,2,0,3,3
6108402,42,1300,461,180,1071,1,810,2.5,45,36,252
6108403,47,924,324,170,692,1.1,546,2.3,39,20,276
6108404,53,1200,577,310,987,1.1,962,2.2,49,19,210
6108405,36,1450,639,185,1392,1,1343,2.8,39,46,280
6108406,39,1300,510,250,1239,1,1259,2.7,56,62,365
6108407,56,1257,377,230,766,1,719,1.9,63,18,209
6108408,49,1083,393,160,931,1.1,744,2.2,91,68,489
6108409,44,1235,371,160,900,1,621,2.1,70,37,417
6108410,31,1050,410,185,1054,1.1,1036,2.9,40,51,395
6108411,38,1733,470,183,1025,1.1,956,2.5,25,53,375
6108412,43,1733,583,215,1359,1,1166,2.5,45,39,285
6108413,41,1154,438,200,984,1.1,751,2.4,67,40,372
6108414,47,1300,389,240,1042,1.1,645,2.2,62,26,246
6108415,49,1200,361,155,814,1.1,510,1.9,30,27,306
6108416,48,917,385,80,1069,1.1,546,2.2,40,48,325
6108417,42,1083,387,185,740,1,655,2.1,45,37,335
6108418,47,1517,546,160,1485,1.1,1403,2.5,48,31,268
6108419,48,1090,496,230,1527,1,1050,2.4,51,35,263
6108420,55,1270,331,120,1087,1.1,766,2.1,38,25,311
6108501,36,1350,420,172,875,1.1,628,2.2,33,17,232
6108502,48,1079,498,180,1300,1,807,1.8,50,22,300
6108503,39,1300,484,150,1187,1.1,863,2.1,41,46,373
6108504,40,1278,517,185,989,1.1,874,2.2,46,63,397
6108505,39,1162,451,210,909,1.1,772,2.3,50,51,399
6108506,43,1138,401,180,929,1.1,809,2.2,63,52,468
6108508,42,1029,573,116,936,1.1,885,2.1,57,46,334
6108509,38,1062,371,198,808,1.1,611,2.1,73,51,499
6108510,44,1408,476,210,1062,1,1023,2.3,55,58,345
6108511,33,1083,411,180,886,1.1,763,2.5,64,78,664
6108512,36,1083,504,250,1214,1.1,1087,2.7,66,76,510
6108513,41,1842,539,186,1271,1.1,918,2.4,68,40,404
6108514,45,1151,426,173,808,1.1,741,2.3,83,74,509
6108515,45,997,509,228,1174,1,1068,2.4,76,55,464
6108516,68,1200,387,190,909,1.1,632,1.7,56,16,396
6108517,39,867,372,193,850,1.1,617,2.1,75,53,536
6108518,57,2000,453,190,1104,1,805,1.9,74,32,350
6108519,52,1066,382,230,1057,1.1,831,2.1,67,18,269
6108520,52,1083,632,265,1666,1,1351,2.3,97,55,432
6108521,36,1213,435,163,1012,1.1,753,2.1,54,65,506
6108522,34,867,354,107,672,1.1,471,2.2,31,27,494
6108523,35,1237,392,230,922,1.1,865,2.6,48,49,415
6108524,34,1560,440,220,878,1.1,811,2.5,52,37,374
6108525,38,1300,413,155,755,1.1,755,2.4,79,55,456
6108526,41,1176,473,205,1013,1,848,2.1,54,31,343
6108527,48,1192,368,150,900,1.1,654,1.9,28,25,290
6108528,73,1643,369,165,781,1.1,637,2,51,28,390
6108529,47,1246,438,245,1178,1,771,2,63,37,363
6108530,36,1330,562,250,1090,1.1,992,2.6,70,80,490
6108531,40,1300,471,215,990,1.1,888,2.3,53,37,324
6108533,44,1300,521,170,1163,1,864,2,67,46,369
6108534,41,1257,425,195,979,1.1,719,2.2,52,52,380
6108535,32,975,463,205,1164,1.1,882,2.4,61,66,469
6108536,39,1376,471,230,1093,1.1,985,2.5,55,60,464
6108601,34,1000,357,180,809,1.1,706,2.2,33,41,322
6108602,42,1085,363,175,769,1.1,623,2.3,35,20,265
6108603,57,953,358,190,850,1.1,533,1.9,60,23,291
6108604,43,1083,427,135,1100,1.1,738,2.3,65,46,475
6108605,41,1549,383,240,724,1.1,555,2.2,20,14,131
6108606,35,1300,488,235,1093,1.1,866,2.7,47,57,373
6108607,35,867,387,160,1013,1.1,693,2.4,19,17,203
6108608,28,1387,359,141,759,1.2,675,2.9,13,17,389
6108609,49,3900,530,100,971,1,817,2.4,25,5,89
6108610,37,1567,602,205,1578,1.1,1187,2.6,52,35,334
6108611,37,1408,525,240,1125,1.1,922,2.6,49,31,328
6108612,48,1409,507,270,1284,1.1,1012,2.7,75,52,381
6108613,32,1040,351,146,733,1.1,581,2.5,20,16,306
6108614,31,900,313,200,645,1.1,613,2.6,26,30,291
6108615,42,867,384,150,813,1.1,661,1.8,23,27,311
6108616,49,1083,457,220,1071,1.1,735,2.3,89,31,415
6108701,46,1645,421,202,1192,1.1,924,2.4,42,35,307
6108702,36,1517,481,180,1107,1,935,2.2,39,31,255
6108703,49,1163,571,100,1312,1.1,1357,2.5,29,36,217
6108704,43,780,445,155,1012,1.1,792,2.4,44,36,272
6108705,37,1083,533,110,1091,1.1,1307,2.9,46,33,328
6108706,41,1344,629,165,1430,1.1,1241,2.8,53,41,331
6108707,38,1300,474,188,938,1,896,2.5,79,106,661
6108708,53,1083,356,200,916,1.2,556,2,50,28,313
6108709,35,1213,451,185,905,1.1,852,2.6,27,39,284
6108710,49,1083,394,173,880,1.1,695,2.2,65,42,363
6108711,35,1387,548,200,1416,1,1166,2.7,40,60,366
6108712,42,1014,393,150,873,1.1,591,2.1,66,62,524
6108801,41,1300,681,0,1700,1.1,1281,2.7,24,41,195
6108802,36,1439,581,213,1425,1,1359,2.8,85,152,798
6108803,43,1400,553,235,1264,1,1024,2.4,108,69,613
6108804,40,1517,504,220,1266,1.1,1118,2.6,64,68,482
6108805,42,1408,549,200,1159,1.1,1006,2.3,95,93,613
6108806,41,1900,621,125,1577,1.1,1703,2.7,58,58,373
6108901,48,1300,479,150,1163,1,1019,2.4,95,48,438
6108902,41,1200,531,100,1333,1.1,1192,3,28,37,233
6108903,45,1200,514,250,1018,1.1,966,2.4,24,35,193
6108904,50,1268,551,130,1347,1.1,949,2.6,36,24,184
6108905,48,1051,443,180,968,1.1,705,2.1,89,65,568
6108906,49,1200,520,200,1262,1,947,2.3,82,71,563
6108907,50,1565,427,260,1010,1,831,2.2,183,95,923
6108908,40,1559,557,300,1465,1,1109,2.6,69,58,391
6108909,48,1755,542,160,1375,1.1,1089,2.6,50,35,267
6108910,47,1950,621,230,1542,1.1,1176,2.3,66,48,429
6108911,45,1207,348,218,1096,1.1,700,2.2,57,48,379
6108912,44,1362,604,220,1218,1.1,1109,2.9,51,41,300
6108913,42,1200,609,0,1375,1.1,1416,2.5,26,34,162
6109001,40,1452,553,125,1359,1.1,1287,2.8,51,83,447
6109002,40,1365,490,150,1359,1.1,1241,2.8,72,81,540
6109003,42,1300,677,0,1812,1,1531,3,28,29,172
6109004,37,1398,481,220,989,1.1,836,2.5,68,72,464
6109005,40,1263,686,270,1774,1.1,1375,2.9,25,43,233
6109006,38,1300,537,210,1164,1.1,1040,2.8,62,83,497
6109007,37,433,488,185,886,1.1,949,2.9,26,33,213
6109008,34,1246,495,233,819,1.1,905,2.4,28,47,251
6109101,13,0,174,240,1125,0,0,6,0,0,9
6109102,38,992,350,100,972,1.1,781,2.6,43,36,290
6109103,44,450,358,30,764,1.2,772,2.5,63,34,303
6109104,43,1141,377,220,1083,1,749,2.4,62,32,298
6109105,51,910,352,139,677,1.1,545,2.1,75,38,521
6109106,43,1192,439,250,924,1.1,891,2.5,73,60,429
6109107,41,964,366,205,814,1.1,687,2.7,40,31,247
6109108,44,780,357,175,841,1.1,730,2.4,66,43,381
6109109,44,1517,402,260,1042,1,900,2.6,66,50,345
6109110,34,1608,623,200,1592,1.1,1471,3.1,54,93,522
6109111,38,1733,485,200,1385,1.1,1096,2.8,37,56,322
6109112,46,1300,404,210,1045,1.1,923,2.5,84,61,432
6109113,42,867,362,110,946,1.1,696,2.4,84,54,395
6109114,41,1300,527,260,1424,1.1,1277,2.9,51,78,412
6109115,44,1300,368,143,991,1.1,814,2.5,62,42,329
6109116,42,1213,404,220,927,1.2,1100,2.7,39,54,291
6109117,45,758,458,0,746,1.2,646,2,56,36,315
6109118,41,1083,379,250,791,1.1,742,2.5,40,44,256
6109201,45,1420,471,185,974,1,825,2.4,46,41,285
6109202,41,1400,602,280,1466,1,1298,2.7,66,69,442
6109203,41,1733,545,220,1487,1.1,1202,2.4,69,62,485
6109204,40,1083,673,204,1375,1,1468,2.9,43,27,217
6109205,44,1200,522,220,1183,1,1067,2.4,60,68,379
6109206,42,1300,494,135,1170,1.1,1237,2.5,50,46,323
6109207,43,1484,553,205,1202,1.1,1111,2.4,54,40,330
6109208,34,1600,557,200,1536,1,1068,2.8,40,48,386
6109209,44,1700,564,115,1750,1.1,1178,2.6,37,34,217
6109301,45,900,666,129,1550,1,1106,2.2,73,39,404
6109302,48,737,562,95,1208,1,872,2,43,30,276
6109303,48,861,583,100,1328,1,745,1.9,54,25,293
6109304,39,1083,619,140,1375,1.1,949,2.1,45,49,395
6109305,44,1000,629,100,1125,1.2,1259,2.2,37,23,200
6109401,37,1304,530,0,1148,1.1,1050,2.5,46,26,371
6109402,38,850,373,100,786,1.1,751,2.7,30,36,297
6109403,38,1485,443,110,929,1.1,1045,2.6,34,22,208
6109404,51,1083,406,170,871,1.1,581,2.2,67,34,302
6109405,38,1144,563,120,1297,1.1,1120,2.6,92,81,590
6109406,35,780,503,110,954,1.1,985,2.8,43,45,300
6109407,30,1625,624,0,1452,1.1,1228,3,23,50,303
6109408,36,1022,570,0,1156,1.1,922,2.6,38,38,343
6109409,30,1285,568,100,1279,1.1,1055,2.7,31,45,327
6109410,42,1213,364,0,949,1.1,855,2.7,32,18,215
6109411,43,1214,525,173,1258,1.1,943,2.4,77,47,481
6109412,49,0,374,0,1375,1,900,2,4,0,15
6109413,33,1300,588,100,1111,1.1,959,2.7,27,64,287
6109501,50,693,593,130,1362,1.1,840,2.2,62,46,348
6109502,37,1408,608,210,1312,1.1,1166,2.9,19,38,194
6109503,32,971,470,180,982,1.1,847,2.3,34,58,329
6109504,35,1517,511,150,1294,1,882,2.3,56,65,452
6109505,39,1300,657,150,1509,1.1,1224,2.3,61,56,367
6109506,41,1083,491,123,1199,1.1,1031,2.5,55,55,372
6109507,38,1000,575,320,1410,1.1,1078,2.8,34,35,231
6109508,59,1042,409,120,956,1.1,590,2,50,31,345
6109509,35,1083,587,0,1350,1.2,1042,2.8,19,34,199
6109510,38,1625,562,200,1292,1.1,1317,2.9,28,44,262
6109511,39,1213,544,185,1230,1.1,911,2.7,39,50,298
6109512,27,1040,369,143,764,1.1,580,2.5,47,59,536
6109601,46,670,352,140,866,1.2,560,2.3,58,26,248
6109602,38,1083,546,198,1416,1.1,1142,2.5,47,64,439
6109603,45,1900,505,240,1212,1.1,1169,2.7,72,53,429
6109604,46,1032,463,150,1083,1.2,1215,2.8,35,22,201
6109605,44,1200,522,180,1264,1,1042,2.7,51,49,324
6109606,41,1500,463,168,1075,1.1,1333,2.8,63,37,353
6109607,42,1300,468,170,1220,1.1,1073,2.7,63,52,351
6109608,41,1192,461,125,1224,1.1,1085,2.7,42,55,337
6109609,37,824,411,180,1090,1.1,924,2.8,34,39,236
6109610,40,986,332,140,1087,1.1,709,2.5,52,43,287
6109611,37,1300,450,173,1339,1.1,963,2.9,46,59,375
6109612,36,0,959,40,766,1,1224,3,8,0,50
6109613,46,1603,354,150,1531,1,1292,2.2,17,24,111
6109701,34,628,493,125,1199,1.1,891,2.2,69,38,387
6109702,47,675,415,104,1600,1,1297,1.9,42,25,192
6109703,32,477,637,85,1562,1,1542,2.2,20,19,190
6109704,40,1404,573,100,1341,1.1,1006,2.1,96,61,660
6109705,37,867,726,132,1734,1.1,1603,2.4,54,31,343
6109707,30,823,385,135,900,1.1,916,2.6,40,39,284
6109708,41,425,385,100,1083,1.1,700,2.1,48,31,270
6109709,31,720,541,140,1416,1,1562,2.5,15,16,172
6109710,38,867,450,145,1399,1,758,2.3,67,29,363
6109711,39,779,395,100,969,1.1,795,2.2,84,38,398
6109712,38,758,397,125,888,1.1,700,2.1,99,36,430
6109713,36,867,573,103,1579,1.1,1406,2.4,69,59,474
6109714,39,778,500,0,1750,1.1,962,2.4,31,13,166
6109715,63,2600,325,0,700,1,749,2.4,15,3,37
6109717,50,689,359,130,825,1.1,722,1.9,83,22,311
7100101,26,0,774,175,425,1.3,949,1.8,0,0,451
7100201,33,2763,986,500,2080,1.2,1899,2.1,47,69,1278
7100202,30,2964,1017,500,2336,1.1,1987,2.3,27,82,883
7100203,33,2600,951,450,2220,1.2,1913,2,25,40,693
7100204,27,2600,1034,245,2077,1.3,1932,2.2,0,12,274
7100205,32,2167,995,490,2064,1.3,1579,1.8,14,70,859
7100206,22,0,233,0,1125,1,1750,2.5,5,0,12
7100207,29,1625,1369,605,2291,1.1,1941,2,3,6,215
7100208,34,2668,1104,630,2750,1.1,2534,2.3,13,28,345
7100301,46,0,305,0,1433,1.4,666,1.7,6,0,40
7100401,39,1950,1001,390,2360,1.1,1774,2.3,61,68,725
7100402,42,2383,717,220,2083,1.1,933,1.8,22,38,562
7100403,41,3200,1187,375,3125,1.1,2750,2.9,56,48,447
7100404,41,2500,1093,430,3015,1.1,2687,2.8,68,51,557
7100405,30,2210,931,350,2420,1.1,1855,2.1,29,57,742
7100406,37,2708,1079,170,2468,1.1,2431,3.1,22,25,229
7100501,37,3125,1350,725,3022,1,2954,2.9,31,28,288
7100502,32,2000,970,420,2250,1.1,2110,2.6,32,57,561
7100503,31,1910,953,420,2106,1.2,1755,2,35,55,747
7100504,30,1733,946,390,2022,1.2,1678,2,13,29,408
7100505,37,1810,1004,430,3020,1.1,2437,2.4,24,32,460
7100506,27,0,1218,250,2125,1.1,2571,2.9,0,0,256
7100507,45,2550,1413,600,2971,1.1,2599,2,42,49,525
7100601,37,2600,885,340,2178,1.2,1960,2.8,27,47,461
7100602,21,0,225,60,333,2.3,450,4,0,0,85
7100603,25,0,245,60,610,1.6,572,4.8,0,0,222
7100605,36,2000,937,450,2038,1.1,2321,2.9,31,48,357
7100606,36,2167,1036,350,2227,1.1,1916,2.4,53,89,595
7100607,39,2167,620,79,1678,1.1,883,2.1,34,76,630
7100608,25,0,1084,185,1830,1,1846,2.8,3,0,512
7100701,34,2059,1080,430,1781,1.1,1963,2.5,17,24,242
7100702,41,4137,1343,750,3038,1,3021,2.6,16,22,192
7100703,31,2089,1021,390,2611,1.2,1937,2.5,29,49,442
7100704,37,2000,845,330,2021,1.1,1520,2.1,19,25,342
7100705,35,2767,1146,675,2808,1,2588,3.1,24,36,385
7100706,35,3100,1051,400,2062,1.1,1974,2.4,23,41,365
7100801,30,3000,1166,555,2537,1.1,2518,2.2,37,75,822
7100802,31,1708,895,400,1932,1.2,1472,2.1,29,61,580
7100803,38,1500,960,270,1966,1.2,1433,2.6,33,39,451
7100804,39,2167,939,400,2111,1.1,2023,2.6,44,52,440
7100805,30,1746,1058,450,2217,1.2,1948,2.2,25,80,828
7100806,34,2167,942,448,2214,1.2,1575,2.2,11,18,191
7100807,36,1895,834,400,2214,1.2,1550,2.3,36,61,439
7100901,29,3000,1169,215,2615,1,2643,2.6,20,52,502
7100902,31,2529,1173,490,2716,1.1,2445,2.4,26,118,847
7100903,38,3000,1227,550,2782,1.1,2533,2.7,63,58,574
7100904,23,0,949,127,1375,1,1562,1.5,0,0,14
7100905,34,2383,1199,670,2822,1.1,2827,2.9,14,55,449
7100906,46,2000,743,227,1235,1.5,1013,1.9,45,15,267
7101001,35,1600,850,255,1625,1.1,1437,2.5,22,38,291
7101002,39,1733,781,350,1833,1.1,1673,2.9,34,56,466
7101003,34,2167,768,295,1588,1.1,1492,2.9,42,69,592
7101004,34,2000,774,350,1672,1.1,1683,3,31,43,385
7101005,33,1889,792,350,1406,1.1,1414,2.9,24,43,391
7101101,35,2167,873,400,2200,1.2,1933,2.8,47,74,553
7101102,38,2167,1004,430,2208,1.1,1931,3,25,52,292
7101103,35,2211,874,450,1931,1.1,1750,2.8,40,64,429
7101104,32,2167,849,400,1874,1.1,1819,3,30,80,543
7101105,32,1967,888,400,1874,1.1,2046,2.9,48,90,591
